"instName","summary","museumPropertyName","log","lat","formatted_address","level","exact"
"睢阳区博物馆","1989年投入使用，总建筑面积2050平米，设有一个主展厅，三个临时展厅。一个主展厅展出历代文物。","文物","115.58684424564896","34.36285714286666","河南省商丘市睢阳区","区县","1"
"郓城县鲁西南战役指挥部旧址纪念馆","郓城县鲁西南战役指挥部旧址纪念馆始建于2007年。2009年建成并正式对外免费开放。它座落在郓城县城东区宋江河东岸，占地面积36000平方米。主要纪念设施包括7000平方米的主展厅、800平方米的党的群众路线教育实践活动展厅、鲁西南战役群雕一座。年接待参观学习人员38万余人次，馆藏文物2200多件，以中国人民解放军建军90周年和鲁西南战役胜利70周年，积极开展专题展览9次。2009年5月，鲁西南战役指挥部旧址纪念馆被中宣部命名为第四批全国爱国主义教育示范基地。2011年被国家发改委、旅游局命名为第二批全国红色旅游经典景区，纳入免费对外开放单位。2013年被菏泽市委组织部指定为全市党的群众路线教育实践活动基地。","行业","115.96540326028277","35.60008852741202","山东省菏泽市郓城县战役指挥部","兴趣点","1"
"三江侗画艺术馆","三江侗画艺术馆位于柳州市三江县独峒镇，是三江侗族农民画专题博物馆。其前身为2011年创建的“三江县农民画传承基地”。侗画创作将现代的思想意识融入到传统的绘画艺术当中，生动地展现了侗族生活习俗、劳动场面等。其中有多幅侗画代表作在历届全国农民画大展中获奖。独峒是三江侗画的发源地，三江侗画艺术已经走向全国各地，甚至漂洋过海，成为三江乃至广西的一张文化名片。","非国有","109.46841391400092","25.959363382002024","广西壮族自治区柳州市三江侗族自治县三江","兴趣点","1"
"济源市博物馆","济源市博物馆成立于1984年，现位于济源市天坛中路1087号，是济源市唯一一家国有文物收藏、保存、展示、宣传、研究和教育的社会公共机构，于2009年5月18日对社会实行免费开放，年平均免费开放时间达300天以上。现展厅设基本陈列、专题陈列、临时展览三大板块，共计4个展厅面向大众免费开放。基本陈列为《济之源——济源历史文明展》，分两个展厅展出；专题陈列为《馆藏历代钱币展》。济源市博物馆长期以来利用自身优势，致力于济源地区的历史研究、文物保护、陈列展览、社会教育等，已经成为展示济源悠久文物和灿烂文化的重要窗口。","文物","112.56963208303071","35.09777705040957","河南省济源市济源博物馆","兴趣点","1"
"牙克石市大兴安岭生态博物馆（乌尔旗汗自然博物馆）","博物馆位于牙克石市乌尔旗汗镇，是林业局森防站自1981年开始，在从事森林病虫害防治工作的同时，为开展科研工作一点一滴搜集制作整理了大量昆虫、植物、动物标本，基本涵盖了大兴安岭地区的全部物种，后来经过逐步发展，林业局投资扩建了展厅，形成了现在的自然博物馆。博物馆记载着大兴安岭开发建设60余年的历史沿革，馆藏文物有林业生产工具、国家领导人视察林区的珍贵照片、林区几代作家和书法家的作品绘画等，特别是一些珍贵的昆虫标本、鼠害标本、植物标本、野生动物标本、林木产品等等。是一座集历史、人文、标本收藏、科普教育、科学研究、观赏娱乐为一体的博物馆。","行业","124.70335840823955","52.33379690400436","黑龙江省大兴安岭地区","市","0"
"中国铁道博物馆","中国铁道博物馆位于北京市朝阳区酒仙桥北路1号北侧，占地面积达1000平方米，是中国国家级专业铁路博物馆，它的前身是铁道部科学技术馆，1978年成立，2003年更名为中国铁道博物馆。\n　　中国铁道博物馆有三个馆：正阳门馆、东郊馆、詹天佑纪念馆。主要任务是负责铁路文物、科研成果等展品的收藏、保管、陈列、展示及编辑研究工作。同时作为进行爱国主义宣传教育和科学普及教育的基地。\n　　场馆组成\n　　正阳门馆\n　　正阳门馆是中国铁道博物馆的主馆，位于天安门广场东南侧，是由原京奉铁路正阳门东车站旧址改建而成，2010年10月开馆。正阳门馆是北京市科普教育基地，北京局爱国主义教育基地。\n　　东郊馆\n　　东郊馆坐落于北京市朝阳区酒仙桥北侧，建筑面积20500㎡，分为机车车辆展厅、综合展厅，2003年9月1日正式对外开放。机车车辆展厅荟萃和展出了中国铁路不同时期、类型及制式的机车车辆近百台，尤以中国现存最早的“0”号蒸汽机车及以革命领袖名字命名的“毛泽东号”、“朱德号”机车堪称中国铁路文物中的“瑰宝”。\n　　詹天佑纪念馆\n　　詹天佑纪念馆位于世界著名的旅游景区八达岭长城北侧，是为纪念詹天佑而建立的专题人物纪念馆，展馆建筑面积2800平方米，陈列面积1850平方米，馆藏文物2000余件，1987年对外开放。詹天佑纪念馆现为国家三级博物馆，是全国科普教育基地、北京市爱国主义教育基地、北京市青少年学生校外活动基地、科学和平教育基地。","行业","116.51042161612499","39.996569424839784","北京市东城区中国铁道博物馆","兴趣点","1"
"吉安市博物馆","吉安市博物馆成立于1969年，时为毛主席在吉安革命活动陈列馆。1984年改为吉安博物馆，2000年撤地设市更名为吉安市博物馆。1998年搬迁到西肖家巷7号毛泽东、朱德同志旧居，2014年6月18日搬迁至秋桂路。总建筑面积12000平方米，展览面积6000平方米。吉安简史展览以通史的形式，用不同时期的实物，展示我市历史文化发展脉络；青铜王国展览，重点介绍新干大洋洲商代墓葬出土文物；吉州名窑展览，运用大量文物标本，展示我国唐宋时期著名的民间窑场——吉州窑瓷器的辉煌历史。","文物","114.95828431588029","27.091527987542666","江西省吉安市吉州区吉安市博物馆","兴趣点","1"
"徽县博物馆","徽县博物馆成立于1995年5月，与徽县文化馆合署办公，2014年10月独立，现有馆藏文物917套，其中，一级文物17套（28件）；二级文物41套（45件）；三级文物126套（172件）；一般文物672件（套），新增未定级文物94件。新建博物馆选址在徽县城北江南城市广场北侧，2015年底竣工。目前装修布展的各项前期筹备工作已结束，布展经费已落实，计划2018年春实施装修布展，展厅面积2000平方米，布展主题《通衢丰邑—徽县唐宋文明展》，分五大部分，以唐宋瓷器、彩绘砖雕，古道石刻为主，展出与唐宋青泥古道、吴玠抗金有关的文物260余件。2018年底实现对外免费开放。","文物","105.72763420635918","33.76078506757521","[]","[]","1"
"黑龙江艺术职业学院校史馆（黑龙江艺术博物馆）","　黑龙江艺术职业学院2017年3月7日起面向社会试开馆。校史馆占地约500平方米，共分为四个展厅：校史馆展厅、群星璀璨展厅、中国传统戏曲脸谱艺术展厅和省艺术博物馆精品展厅。共展出照片502张，实物展品500余件。校史馆通过翔实的文字，生动的图片、史料、实物和影像，全面展示了学院从1959年建校至今58年的办学历史和辉煌成就；再现了历代艺校人自强不息、艰苦奋斗的创业历程；凸显了学校在不同历史发展时期为黑龙江省艺术教育事业的发展、为我国文化艺术的传承与创新做出的突出贡献。","文物","126.61324783405857","45.73009574531905","黑龙江省哈尔滨市南岗区黑龙江艺术职业学院","兴趣点","1"
"新余夏布绣博物馆","夏布绣博物馆以江西传统的民间刺绣及创新的夏布艺术刺绣和活态传承的传习所为主要内容，免费向社会开放。馆内设3区2所：夏布绣艺术精品区、历代民间夏布绣品及刺绣工具展区、女红还原区，夏布绣艺术研究所、夏布绣传习所（活态传承）。其藏品丰富，门类齐全，溯源久远。馆藏总量达1300件（套），其最早的藏品为商周时期的骨针以及明末清初时期的民间夏布刺绣枕顶等。","非国有","114.89913454329307","27.826947763898747","江西省新余市渝水区夏布绣博物馆","兴趣点","1"
"武汉铁盾书画艺术博物馆","铁盾艺术博物馆设立于2010年2月，是一家民办非企业法人的单位，主要业务范围是开展相关的文物、资料的收藏、保护、研究与展示；发挥博物馆的社会教育功能，传播有益于社会进步的先进文化，为市民提供 参观、体验、交流的活动平台，开展各种书画艺术鉴赏和学术研究等活动。","非国有","114.24447025835549","30.37989754121445","湖北省武汉市江夏区铁盾书画艺术博物馆","兴趣点","1"
"宜昌市夷陵区博物馆","博物馆自建立以来，每周开馆56小时。2017年新增了夷陵好人馆，至喜楼三楼增加了电子展览、增设了游客人数统计系统；启动了金钟阁、至喜楼二楼茶艺布展装修，科普展厅增加了科普阅览屏等电子设施设备，为游客提供更优越更便捷的参观条件和环境。全年累计接待观众50余万人次，其中未成年观众近12万人次，全年完成义务讲解和团体接待共200余次。举办巡展10多场次，服务群众6万余人，共展出夷陵名人、夷陵战争、科技科普、地震防灾等百余块宣传展板，同时，结合“5.18国际博物馆日送展览下基层、到学校，拓展了博物馆的服务空间","文物","111.29485019514117","30.77149686826075","湖北省宜昌市夷陵区夷陵区博物馆","兴趣点","1"
"岐山县五丈原诸葛亮庙博物馆","诸葛亮生平展、诸葛亮五次北伐展","文物","107.62287070851399","34.26449588669821","陕西省宝鸡市岐山县诸葛亮庙博物馆","兴趣点","1"
"清流县毛泽东旧居纪念馆","占地面积约1386平方米，布展面积1000余平方米，共九个展厅。其中主房间24间，三排横屋23间，现尚存留有红军七师一团、红军十二团等红军刷写的标语和毛泽东同志写下的《如梦令·元旦》；馆内设有8个主题版块，展览运用了丰富的图片和实物资料，生动地再现了清流的革命斗争历程。重点展示土地革命时期以毛泽东、朱德、陈毅、叶剑英、罗荣桓为代表的老一辈无产阶级革命家在清流生活、战斗的经历以及清流人民在党的领导下投身革命事业，作出重要贡献，付出巨大牺牲的历史史实，是清流县人民政府为缅怀革命先烈、弘扬革命传统、对广大人民群众进行爱国主义教育的精神文明建设基地。","文物","117.07322691197665","26.320063811562953","福建省三明市清流县","区县","1"
"临沂龙园木文化博物馆","临沂龙园木文化博物馆成立于2016年12月建成并向社会免费开放，总建筑面积1000余平方米金丝楠木自古就是皇家专用木，有着“文琦静谧，卓尔不群”的美誉，不朽不蛀有幽香，历史上金丝楠木专用于皇家宫殿，少数寺庙的建筑和家具，皇家藏书阁、室内装饰，等多为楠木制作。\n金丝楠木拥有五大优点，四大纹路，不论是从文物属性还是艺术属性来看，金丝楠都有着很大的收藏价值，由于历代砍伐利用，致使这一森林资源近于枯竭，现已列入中国国家重点保护野生植物名录之中。\n龙园木文化博物馆内展品主要以金丝楠木为主，均由名家精心构思雕琢而成，亦有轻木、阴沉木、沉香木、硅化木、树化玉、东非黑黄檀，缅甸花梨木等稀有品种。\n金丝楠木为中国传统嘉木，金丝楠为其中翘楚，更是难得的文化遗产，民族精神的财富，古今联通的桥梁，木文化博物馆在文化遗产保护传承中发挥着不可替代的宣传展示和社会教育功能。临沂龙园依托独具特色的资源，以举办活动为锲机，进一步拓展博物馆教育功能，提高博物馆服务水平，让更多的游客走进博物馆，了解传统文化的博大精深。","非国有","118.31023092884674","35.16895455461979","山东省临沂市","市","1"
"兴平市博物馆","依托明·文庙大成殿而建的综合性博物馆。藏品上自周秦，下迄明清。主要陈列有《明·大型造像展》和《历代碑石展》；特色藏品：青铜器、金银器、陶器。","文物","108.48521690195174","34.30086346605514","陕西省咸阳市兴平市兴平市博物馆","兴趣点","1"
"天津黄崖关长城博物馆","天津黄崖关长城博物馆修建于1986年10月，是全国长城沿线第一座专题性历史博物馆。博物馆坐落在八卦关城中心提调公署院内，仿古四合院式建筑，由前殿、东西配殿和正殿组成，占地1805.37平方米。前殿正中上方悬挂“天津黄崖关长城博物馆”匾额，为全国书法家协会主席启功所题。院中竖立白色大理石碑，正面刻“重修蓟县长城碑记”，为天津市书法家协会主席龚望用“鸡豪汉隶”书写，背面记载了长城历史沿革、黄崖关长城修建过程以及天津市人民重修长城的盛举，为天津市书法家协会副主席孙伯翔用反童体书写。展馆里展出了万里长城的历史回顾资料、蓟镇长城史料、出土文物以及修复黄崖关长城的有关资料。陈列的各种珍贵文物及史料文献338件，共分三大类：一是古代兵器，有枪、刀、矛、箭等各种冷兵器和铁炮、石炮、瓷蒺藜等火器。在冷兵器中，最珍贵的是戚继光生前用过的战刀，刻有“万历十年，登州戚氏”字样。在火器中，最难得的是“佛郎机中样铜镇筒”，绿锈斑驳，构件和子铳齐全，是罕见的古代兵器实物。二是反映戍卒生活的文物，有杯、碗、油灯、顶针、象棋等。三是明、清两代有关黄崖关修城、修墙、修庙、修空心敌台和提调公署等碑刻。“黄崖口关”石匾上的四个大字为戚继光亲笔所题。","行业","117.44016299519946","40.24143221061899","天津市蓟州区长城博物馆","兴趣点","1"
"西汉南越王博物馆","西汉南越王博物馆于1988年建馆并对公众开放，以保护古墓和展示出土文物来向公众讲述广州2000多年悠久深厚的历史文化，其中基本陈列主要展示南越王赵眜墓原址及其出土文物，专题陈列有“杨永德伉俪捐赠陶瓷枕展”。 博物馆建筑以古墓为中心，依山而建，是岭南现代建筑的一个辉煌代表， 2004年入选国家AAAA级景区，2008年跻身首批“国家一级博物馆”的行列。2012年南越王墓作为“南越国遗迹”和“海上丝绸之路”的一部分进入了中国申报世界文化遗产的预备名单。","文物","113.25567187258596","23.14049881904266","[]","[]","1"
"石嘴山市博物馆","石嘴山市博物馆建于2009年，是石嘴山市50年大庆的献礼工程。隶属于石嘴山市文化新闻出版广电局，是迄今为止石嘴山市最大的综合文化展馆。该馆设有综合管理部、社会宣教部、后勤保障部3个常设机构，现有工作人员17名。目前该馆建筑面积16118平方米，布展面积8252平方米，博物馆分序厅、三个基本陈列厅和三个专题陈列厅","文物","106.36625863015034","38.9891182385266","宁夏回族自治区石嘴山市大武口区石嘴山市博物馆","兴趣点","1"
"郴州市博物馆","郴州市博物馆建筑面积4800平方米，基本陈列为《从古道走来——郴州历史文物陈列》、《古井藏珍——郴州出土晋简陈列》、《压不跨的脊梁——2008’郴州抗击特大冰雪灾害展》。","文物","113.00729919030354","25.772455318996595","湖南省郴州市北湖区郴州市博物馆","兴趣点","1"
"江格尔博物馆","总占地面积为6028平方米，分别为江格尔博物馆、东归馆、综合馆三个馆，无藏品，江格尔史诗内容为主。","行业","86.14292736295994","41.75739330566484","新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市江格","村庄","1"
"丁山社区红色记忆电影文化陈列馆","2011年6月丁山社区电影文化馆正式建成。电影文化馆分前言、中国电影发展、社区影视名人、地区影视爱好者、社区电影故事、后记共六部分。","行业","120.2797511483685","30.41094973261735","江苏省无锡市宜兴市丁山社区居民委员会","村庄","1"
"黑龙江国粹戏剧艺术博物馆","黑龙江国粹戏剧艺术博物馆是\n从事中国戏剧艺术资料整理、实物\n收集与展示的专题博物馆，由杨野\n创办。馆舍为西欧古典主义建筑风\n格，展厅面积400平方米。2008年12\n月正式开馆，现有职工7人。\n基本陈列“中国戏曲脸谱精品\n展”，以中国戏曲脸谱发展史为主\n线, 展示了中国戏曲脸谱的起源、发\n展传承、艺术特征、分类方法、勾画方法及传统文化等。\n2009年，该馆编撰了《国粹——中国戏曲脸谱精品集》，由黑龙江人民出版社出\n版发行。2013年，该馆申报的“京剧脸谱化妆技艺”被批准为省级非物质文化遗产项\n目。同年，与黑龙江大学合作，举办了博物馆馆藏精品进课堂活动。","非国有","126.65565094364592","45.74035820566487","黑龙江省","省","0"
"伊春市博物馆","伊春市博物馆是展示伊春市自然资源、历史文化和人\n文艺术的综合性博物馆。1998年开馆，2012年进行改建。\n建筑面积4 500平方米，展厅面积4 200平方米。现有编制22\n人。\n该馆设序厅、伊春地质发展史厅、地层古生物厅、矿产\n资源厅、伊春地区恐龙厅、地球与生命起源厅、化石展厅、\n国家地质公园厅，以及国际厅，介绍了5亿年来的伊春地区\n地质发展与演化的悠久历史，展示了伊春地区丰富的矿藏、\n保存完好的底层剖面和古生物化石，以及距今6 500万年前的\n伊春恐龙世界。开馆以来，举办黑龙江省建国成就展、金代\n兵器、文化遗产与生活展、桦树皮制品艺术展等临时展览，\n取得很好的社会效益。现为省级科普教育基地、省爱国主\n义教育基地和省级环境教育基地。","文物","128.8778723502271","47.720316206336484","黑龙江省伊春市伊春区伊春市博物馆","兴趣点","1"
"三门峡博物馆","三门峡市博物馆位于河南省文物保护单位——陕州故城遗址区，二十世纪八十年代该遗址区被辟为陕州公园。馆区坐落在唐代孔庙遗址上，占地19800平方米，建筑面积7800平方米，展厅面积4400平方米。馆藏文物15000余件（套），其中三级以上国家珍贵文物1400余件（套），是一座集文物收藏、陈列展示、科学研究、社会教育与文化交流诸功能为一体的综合性博物馆。现为国家三级博物馆、文物二级风险防范单位、河南省爱国主义教育示范基地，全国第一批面向社会永久免费开放博物馆。","文物","111.14602960525532","34.7938262031584","河南省三门峡市湖滨区三门峡博物馆","兴趣点","1"
"华侨博物院","华侨博物院是著名华侨领袖陈嘉庚先生于1956年倡办，1959年落成开放的，是我国第一座由华侨集资兴建的文博机构，是我国第一座全面、系统展示华侨华人历史的综合性博物馆。现为全国、省、市和中国侨联爱国主义教育基地。庭院占地面积12500 平方米，建筑面积8951.47平方米。馆藏文物6000多件，其中陶瓷器有9件国家一级文物，有14件字画收入《中国古代书画目录》。现有《华侨华人》、《陈嘉庚珍藏文物展》、《自然馆》三个基本陈列常年向公众免费开放。","行业","118.08504566817227","24.444715826610484","福建省福州市鼓楼区华桥新村","村庄","1"
"景德镇陶瓷民俗博物馆","景德镇陶瓷民俗博物馆是一座集明、清古建筑保护、文物收藏、瓷业习俗研究与展示、旅游接待为一体的园林式博物馆。占地面积15万平方米，于1979年筹建，1984年正式对外开放。是“国家三级博物馆”、“园林化单位”、“全国中小学爱国主义教育基地”、“全国科普教育基地”、“全国重点文物保护单位”、“江西省文物保护单位”。陈列展览有“景德镇瓷业习俗陈列展览”。","文物","117.17846309490244","29.28628297175799","江西省景德镇市昌江区陶瓷民俗博物馆","兴趣点","1"
"大庆石油馆","大庆石油馆原为2010年上海世博会石油馆，是由中国石油天然气集团公司、中国\n石油化工集团公司和中国海洋石油总公司联手打造的石油科普展馆。建筑面积6190平\n方米，展厅面积4650平方米。2012年9月26日正式开馆，现有职工47人。\n石油馆作为上海世博会遗产，于2012年从上海世博园原汁原味地迁至大庆。上海\n世博会期间，石油馆创造了优异成绩——运行188天，接待游客361万人次 ，曾连续4个\n月游客平均排队等候时间在全部展馆中位列第一。4D电影《石油梦想》创下了“连续\n184天累计放映单—4D影片场次之最”的世界吉尼斯纪录。展览内容分预展区、主展区、尾展区，展示了石油亿万年间的演化、对人类历史\n和城市发展的作用和未来的美好愿景。《石油梦想》由知名的国际电影团队参与制作，\n让观众在最短的时间以及最真切的体验中，了解石油、认识石油。另设主题演艺厅，有\n《石油秀》演出及杂技秀、魔术秀、脱口秀等。","行业","124.9074552382318","46.60715420919647","黑龙江省大庆市萨尔图区石油馆","兴趣点","1"
"青岛东方惠和艺术博物馆","青岛东方惠和艺术博物馆坐落于青岛市市南区，以“百年笔墨青岛”为主题，以发现、收藏、展示历代书画名家，尤其是和青岛相关的书画名家的优秀作品为己任，通过收藏、鉴定、展览等形式多样的艺术活动，保护优秀的书画作品，传承青岛书画的历史文脉。","非国有","120.37535315598738","36.06368429894622","山东省青岛市市南区东方惠和艺术博物馆","兴趣点","1"
"南京市博物总馆（南京市博物馆）","南京市博物馆为南京市博物总馆分支机构，是一座综合性历史艺术类博物馆，是江苏省、南京市爱国主义教育基地。馆址朝天宫，为国家AAAA级景区，位于南京水西门内运渎之北，背山面水，气势雄伟，为江南地区现存规模最大、保存最为完整的明清官式古建筑群落，素有“金陵第一胜迹”之美誉，也是全国重点文物保护单位之一。","文物","118.77906569215207","32.02285163170464","江苏省南京市秦淮区南京市博物馆","兴趣点","1"
"兰州瑞宝圆博物馆","兰州瑞宝圆博物馆成立于2016年7月22日，主要藏品有：陶器、古生物化石标本、绘画、书法等500余件。位于兰州市西固区西固西路18-1号。","非国有","103.60858373204333","36.11238504115171","甘肃省兰州市西固区瑞宝圆博物馆","兴趣点","1"
"内乡县衙博物馆","内乡县衙始建于元朝大德八年（1304年），现存建筑大多为清代建筑，距今已有700多年历史，占地40000多平方米，有院落18进，房舍280余间。因保存完整程度极为罕见，被专家誉为“神州大地绝无仅有的历史标本”。","文物","111.84318994914729","33.05041270212351","河南省南阳市内乡县衙博物馆","兴趣点","1"
"平度市红色第一党支部旧址博物馆","平度市红色第一党支部旧址博物馆，位于平度市旧店镇罗头村，该馆建筑属于文物建筑，总面积580平米，馆舍内藏品总数为322件，开馆方式为免费开放，全年开放300天，年接待参观人数在30000人次左右，经常为学校搞活动，给博物馆做宣传","非国有","119.7067484710449","35.78448526641357","山东省青岛市平度市","区县","1"
"安徽省沉香博物馆","安徽省沉香博物馆2015年6月开馆，以收藏、展示、保护、研究、交流沉香历史遗存和文化遗产为宗旨，致力服务于安徽省经济文化发展，团聚省内外沉香爱好者收藏者和研究者，坚持长期向公众免费开放参观、免费学习香艺、免费鉴定沉香、免费预约香事，以高品位的建馆理念推进沉香文化的发展，让更多的团体、企业、个人体验到沉香的魅力。该馆建筑面积1450平方米，设有沉香征集、沉香雕刻、沉香研究、香艺培训、香品交流等5个职能机构。馆藏沉香原料、沉香艺术品、古代香具等1600余件，整个博物馆布置得典雅、有序，让人感受到浓郁的沉香文化氛围。","非国有","117.23811855814866","31.817191857862397","安徽省合肥市蜀山区沉香博物馆","兴趣点","1"
"武汉中部兰亭艺术博物馆","武汉中部兰亭艺术博物馆于2015年8月建成对外开放，位于硚口区丰茂路12号，展馆面积1393平方米，主要藏品为荆楚地区名人书画、瓷板瓷器画、特色根雕，现有藏品共计343件。博物馆外形古朴美观，环境整洁，有专人管理陈列资料，并进一步完善了陈列大刚。同时，展馆制定了安全管理制度及应急预案，确保游客参观的安全。","非国有","114.1914928489016","30.61038523250491","湖北省武汉市","市","1"
"大连市顶石珠宝博物馆","大连市顶石珠宝博物馆，位于大连市沙河口区会展路18号会展中心西南侧，占地约800平方米，现有的西方收藏级古典钟表30余件，典藏级珠宝321件；我们以传承中国宝石文化，及了解西方宝石文化与中国宝石文化的渊源为宗旨。保护优秀的文化遗产，宣传西方宝石文化在中国地区的认识和发展，是我们的义务和责任。顶石珠宝博物馆不仅将积极保护一大批文物，贯通中国文化和西方文化的演变脉络，多角度地诠释宝石历史，深层次展示珠宝演变过程，是中国人认识、了解西方宝石文化的一个窗口。为中国大地上唯数不多的代表中西方历史文物和民俗文物研究成果及研究方向的场所。","非国有","121.58321891454491","38.887026418607306","辽宁省大连市中山区顶石珠宝","兴趣点","1"
"元谋县元谋人博物馆","元谋人博物馆为自然科技类专题博物馆，新馆于2006年动工兴建，2010年全面完成布展并对外免费开放。新馆总占地面积32亩，建筑面积5389.6平方米，建筑外形为二层框架结构，提篮式建筑，寓意元谋为“东方人类摇篮”。馆内现收藏各类藏品近4000件，展出图片资料200多份，各类标本、模型1200多件。主要藏品有“元谋人”门齿化石、“元谋人”胫骨化石（标本）、1.3亿年的鱼化石、新石器时代鸡型陶壶、元谋古猿完整下颌骨（化石）、元谋恐龙标本、元代青花绳纹火葬罐等。常设《序》、《人类起源》、《元谋古猿和元谋人及其文化》、《元谋古猿、元谋人生活场景生态复原》、《元谋石器文化》、《大墩子新石器时代文化》、《恐龙化石》7个基本陈设展示。该馆现为云南省爱国主义教育基地、云南省科学技术普及教育基地、云南省社会科学普及教育基地、国家三级博物馆、国家AAA级旅游景区。","文物","101.85779837263762","25.713938090231256","云南省楚雄彝族自治州元谋县元谋人博物馆","兴趣点","1"
"巍山县南诏博物馆","南诏博物馆位于巍山古城东北隅的等觉寺（第七批国保单位）片区，是一座以南诏文化为主线，具有地方特色的综合性博物馆。成立于2013年3月，同年10月通过了省文物局注册，与县文物管理所同属巍山县古城镇村及风景名胜区保护建设委员会下属财政全额拨款事业单位，核定事业编制12名。 馆内设文物保护部、宣教部、安保部藏品部和综合办公室5个部室。现有职工28名，其中核定事业编制为12名，公益岗位人员3名，社会购买服务13名（安保人员6名，讲解员7名）。\n    南诏博物馆于2012年8月开工建设，2015年10月1日建成正式对公众免费开放，总投资6363万元，总占地面积16966.18㎡（约为25.47亩），文物修缮面积1818㎡，新建馆舍建筑面积4361.34㎡。总体布局为一轴两片，即以等觉寺为中轴线，中轴线东片区为文物陈列展览区，中轴线西片区为博物馆办公区。\n    共设展厅21间，面积2816㎡，序厅为仿明代风格重檐歇山顶木构建筑，另有值班室四间、监控室及中心机房各一间，接待厅、报告厅各一间，地下库房319㎡。","文物","100.30933181632358","25.232740330117053","云南省大理白族自治州巍山彝族回族自治县南诏博物馆","兴趣点","1"
"浙江东方地质博物馆","浙江东方地质博物馆是由浙江龙润置业有限公司(原浙江中成实业有限公司)投资2.5亿元建设的一家民营博物馆。全馆占地面积12000平方米，共分十三大展厅，是国家国土资源部和中国科协的科普教育基地，国家地震局的防震减灾科普教育基地、AAA级景区以及省市区的科普教育基地和爱国主义教育基地。","非国有","120.78827488279072","30.74166779391926","浙江省","省","1"
"察右后旗民族博物馆","察右后旗民族博物馆成立于2011年，展厅面积300平方米，2012年8月博物馆正式开馆。察右后旗历史文物展厅以历史沿革为脉络，展出的文物为察右后旗境内出土以及从民间收藏中遴选出的文物精品。展厅共分为四个部分，分别为远古文明，汉魏古韵，草原瑰宝，漠南雄鹰。","文物","113.19385925690791","41.43062388666107","[]","[]","1"
"华茂美术馆","华茂美术馆由中国美术学院教授王澍设计、宁波华茂集团股份有限公司投资5500万，于2008年12月4日正式开馆，建筑面积6784平方米。全馆由中庭水厅、国画书法一厅、国画书法二厅、油画一厅、油画二厅、山石厅、中焘厅、园林和其他工作空间组成。\n美术馆的造型元素为江南民居，并以其屋顶和外立面典型地体现这种建筑的美学风格，奠定了二度布置和装修的美学基调。藏品荟集了明清以来的中国书画大家的精品，尤其是浙江名家的作品。系统收藏了中国油画景点的写实风格作品，构连成了一部中国油画史。还有相当数量的俄罗斯当代油画名家的优秀作品，是国内俄罗斯油画最精彩的收藏机构。此外。800多件版画藏品全面反映了中国版画历史。\n馆内还以“馆中馆”的形式，特别专门展示全山石教授作品的“山石厅”和童中焘教授作品的“中焘厅”。","非国有","121.54359414648283","29.823740085420496","福建省泉州市石狮市华茂","兴趣点","1"
"屏南县博物馆","屏南县博物馆博物馆位于屏南县古峰镇国宝路171号文体中心内青少年校外活动中心二楼，为国有省暂定三级博物馆，通过移交、拨交、捐赠、征集等方式博物馆现有馆藏文物2000多件（套），类型19种，主要为瓷器、戏曲文物、契约。其中三级文物3件，一般文物143件，其他文物暂未定级。馆内分办公区与展厅，展厅分为四个部分：县邑沧桑、名人风范、木拱廊桥、戏曲奇葩。旨在收藏、展示、研究屏南文物，弘扬屏南文化历史。","文物","118.98746545083134","26.923147049364413","福建省宁德市屏南县屏南县博物馆","兴趣点","1"
"北京石刻艺术博物馆","北京石刻艺术博物馆是收藏、研究和展示北京地区石刻文物的专题博物馆。馆舍占地近2万平方米，位于明代寺院真觉寺旧址内。寺内唯一遗存的金刚宝座雕刻精美，在我国现存同类建筑中年代早、历史和艺术价值高，1961年被公布为第一批全国重点文物保护单位。馆内收藏北京地区的石刻文物2600余件套，包括碑碣、墓志、帖石、造像、经幢、石雕、石构件等众多类别，是研究北京历史的重要资料和书法艺术的瑰宝。常年举办各种展览和互动体验项目。","文物","116.32415323316992","39.943260730867216","北京市海淀区石刻艺术博物馆","兴趣点","1"
"玉龙县白沙壁画博物馆","玉龙县白沙壁画博物馆位于玉龙县白沙镇三元村。白沙壁画博物馆由大宝积宫、琉璃殿、大定阁、金刚殿、文昌宫等明清古建筑群以及分布在古建筑群内的44幅壁画组成。1996年，白沙壁画博物馆被国务院公布为第四批全国重点文物保护单位。","文物","100.21665604754337","26.958796295942854","云南省丽江市玉龙纳西族自治县白沙壁画","兴趣点","1"
"红四方面军将士纪念馆","红四方面军将士纪念馆位于河南省信阳市新县泗店乡乡泗店村村屋脊洼。国家AAA级旅游景区，河南省第三批省级文物保护单位，全国红色旅游经典景区，河南省爱国主义教育示范基地。","文物","114.85870839876063","31.53858093976577","四川省巴中市南江县红四乡","乡镇","1"
